rank	id	name	score
1	80270	HSD3B7	0.5464155673980713
2	3988	LIPA	0.5418140888214111
3	6718	AKR1D1	0.5057651996612549
4	5836	PYGL	0.45508450269699097
5	570	BAAT	0.4441991150379181
6	146059	CDAN1	0.435086727142334
7	811	CALR	0.43169304728507996
8	11222	MRPL3	0.42099711298942566
9	54931	TRMT10C	0.415488600730896
10	2184	FAH	0.41306185722351074
11	51520	LARS1	0.4130403399467468
12	861	RUNX1	0.4122174084186554
13	55240	STEAP3	0.41063880920410156
14	6514	SLC2A2	0.4088136553764343
15	4645	MYO5B	0.4069828689098358
16	9493	KIF23	0.40534278750419617
17	6521	SLC4A1	0.40383949875831604
18	5313	PKLR	0.40309786796569824
19	6005	RHAG	0.40044283866882324
20	5261	PHKG2	0.3996340334415436
21	11311	VPS45	0.39905503392219543
22	3431	SP110	0.3946057856082916
23	6208	RPS14	0.3932458162307739
24	130589	GALM	0.3927914798259735
25	6341	SCO1	0.39264264702796936
26	10661	KLF1	0.3908042013645172
27	26007	TKFC	0.39043402671813965
28	23395	LARS2	0.38810399174690247
29	4485	MST1	0.38775116205215454
30	10507	SEMA4D	0.38775116205215454
31	2859	GPR35	0.38775116205215454
32	51081	MRPS7	0.38761502504348755
33	7019	TFAM	0.3850080966949463
34	201294	UNC13D	0.38248223066329956
35	3783	KCNN4	0.37941551208496094
36	83706	FERMT3	0.3788696825504303
37	5825	ABCD3	0.37868425250053406
38	7381	UQCRB	0.3773854970932007
39	3043	HBB	0.37712016701698303
40	6006	RHCE	0.37526586651802063
41	28976	ACAD9	0.37513184547424316
42	4351	MPI	0.3747512102127075
43	5095	PCCA	0.3744095265865326
44	5096	PCCB	0.3744095265865326
45	6813	STXBP2	0.3737621307373047
46	6609	SMPD1	0.373650461435318
47	326625	MMAB	0.37356558442115784
48	3931	LCAT	0.37225568294525146
49	8676	STX11	0.3706216812133789
50	10165	SLC25A13	0.37011295557022095
51	29127	RACGAP1	0.37010955810546875
52	8772	FADD	0.3695945143699646
53	7386	UQCRFS1	0.368764728307724
54	57817	HAMP	0.3685174286365509
55	51473	DCDC2	0.36805787682533264
56	950	SCARB2	0.3654930889606476
57	50619	DEF6	0.36467063426971436
58	2038	EPB42	0.36446380615234375
59	2153	F5	0.3642638921737671
60	6811	STX5	0.36404263973236084
61	5205	ATP8B1	0.3629637062549591
62	2235	FECH	0.36236903071403503
63	5244	ABCB4	0.36233988404273987
64	3376	IARS1	0.3606501817703247
65	84529	CDIN1	0.360587477684021
66	3394	IRF8	0.360224187374115
67	51128	SAR1B	0.3600102663040161
68	6427	SRSF2	0.3589436709880829
69	3717	JAK2	0.3584495782852173
70	80739	MPIG6B	0.3571213483810425
71	5257	PHKB	0.35560864210128784
72	113220	KIF12	0.3556085228919983
73	3047	HBG1	0.355439156293869
74	5256	PHKA2	0.3553037643432617
75	57128	LYRM4	0.3551187813282013
76	84317	CCDC115	0.3547978401184082
77	64241	ABCG8	0.3528519868850708
78	65080	MRPL44	0.3525758981704712
79	9056	SLC7A7	0.3524767756462097
80	6708	SPTA1	0.3516305088996887
81	537	ATP6AP1	0.3516203761100769
82	2592	GALT	0.3516068160533905
83	5105	PCK1	0.35122525691986084
84	55898	UNC45A	0.35087820887565613
85	6710	SPTB	0.350326269865036
86	5551	PRF1	0.3499175012111664
87	212	ALAS2	0.3490239977836609
88	55858	TMEM165	0.34900912642478943
89	2035	EPB41	0.34740081429481506
90	1738	DLD	0.3466334044933319
91	2819	GPD1	0.3464251756668091
92	54938	SARS2	0.34512218832969666
93	84701	COX4I2	0.34450143575668335
94	58484	NLRC4	0.342987060546875
95	166785	MMAA	0.34273090958595276
96	1604	CD55	0.34181633591651917
97	54532	USP53	0.3415771424770355
98	9663	LPIN2	0.3414553999900818
99	54790	TET2	0.34132543206214905
100	81693	AMN	0.3404828608036041
101	7372	UMPS	0.3396798074245453
102	9842	PLEKHM1	0.3385342061519623
103	540	ATP7B	0.33832138776779175
104	9971	NR1H4	0.3354218304157257
105	26276	VPS33B	0.3347187638282776
106	6916	TBXAS1	0.3345760405063629
107	10056	FARSB	0.33381569385528564
108	6007	RHD	0.3329048156738281
109	6888	TALDO1	0.33194294571876526
110	4352	MPL	0.3317565619945526
111	23022	PALLD	0.3317413032054901
112	285282	RABL3	0.3317413032054901
113	9414	TJP2	0.33003249764442444
114	2998	GYS2	0.3279573917388916
115	55687	TRMU	0.32726341485977173
116	1244	ABCC2	0.32696816325187683
117	1650	DDOST	0.32634031772613525
118	4547	MTTP	0.3245009183883667
119	3162	HMOX1	0.32407766580581665
120	283459	GATC	0.32392483949661255
121	55278	QRSL1	0.3236711621284485
122	3033	HADH	0.3236311674118042
123	3155	HMGCL	0.3236254155635834
124	4627	MYH9	0.32313576340675354
125	3048	HBG2	0.3231211006641388
126	3158	HMGCS2	0.3224315643310547
127	124454	EARS2	0.3224148154258728
128	200931	SLC51A	0.3218269944190979
129	1537	CYC1	0.32180747389793396
130	55532	SLC30A10	0.3214394152164459
131	2122	MECOM	0.32045361399650574
132	4358	MPV17	0.3202649652957916
133	8647	ABCB11	0.3202441334724426
134	9054	NFS1	0.31963756680488586
135	5698	PSMB9	0.3195951282978058
136	5692	PSMB4	0.3195951282978058
137	338	APOB	0.3191433548927307
138	147007	TMEM199	0.31902357935905457
139	79053	ALG8	0.31883060932159424
140	6689	SPIB	0.3164503574371338
141	9966	TNFSF15	0.3164503574371338
142	5450	POU2AF1	0.3164503574371338
143	79258	MMEL1	0.3164503574371338
144	5568	PRKACG	0.31604889035224915
145	229	ALDOB	0.315554141998291
146	8328	GFI1B	0.3154100775718689
147	7037	TFRC	0.3147284686565399
148	10616	RBCK1	0.3143061399459839
149	123264	SLC51B	0.3124217391014099
150	338328	GPIHBP1	0.3123430609703064
151	8482	SEMA7A	0.31194204092025757
152	226	ALDOA	0.3116881251335144
153	644	BLVRA	0.31162816286087036
154	2821	GPI	0.31117603182792664
155	55340	GIMAP5	0.3109561502933502
156	7066	THPO	0.31087833642959595
157	19	ABCA1	0.3102245628833771
158	1616	DAXX	0.30934566259384155
159	3702	ITK	0.3088432848453522
160	6690	SPINK1	0.3073406517505646
161	6584	SLC22A5	0.30697256326675415
162	3932	LCK	0.30680978298187256
