rank	id	name	score
1	278000	Lysosomal acid lipase deficiency	0.5599225759506226
2	615486	Interstitial lung and liver disease	0.4890473783016205
3	617021	Hydrops, lactic acidosis, and sideroblastic anemia	0.48671433329582214
4	613812	Bile acid synthesis defect, congenital, 3	0.4704473614692688
5	618805	Triokinase and FMN cyclase deficiency syndrome	0.4668107032775879
6	618528	Mitochondrial DNA depletion syndrome 16 (hepatic type)	0.46431052684783936
7	230400	Galactosemia	0.45390620827674866
8	618963	Immunodeficiency 69, mycobacteriosis	0.4535622000694275
9	619868	Cholestasis, progressive familial intrahepatic, 10	0.44949522614479065
10	619232	Bile acid conjugation defect 1	0.44419944286346436
11	607765	Bile acid synthesis defect, congenital, 1	0.43773147463798523
12	224120	Anemia, congenital dyserythropoietic, type Ia	0.43526095151901245
13	269600	Sea-Blue histiocyte disease	0.43307697772979736
14	617049	Cholestasis, progressive familial intrahepatic, 5	0.43000856041908264
15	616860	Anemia, sideroblastic, 3, pyridoxine-refractory	0.42621397972106934
16	235555	Bile acid synthesis defect, congenital, 2	0.4237859547138214
17	614582	Combined oxidative phosphorylation deficiency 9	0.42159712314605713
18	214950	Bile acid synthesis defect, congenital, 4	0.42009657621383667
19	616974	Combined oxidative phosphorylation deficiency 30	0.41576626896858215
20	615438	Infantile liver failure syndrome 1	0.41304105520248413
21	276700	Tyrosinemia, type I	0.41171979904174805
22	613070	Liver failure, infantile, transient	0.41016846895217896
23	613673	Anemia, dyserythropoietic congenital, type IV	0.4099408686161041
24	557000	Pearson marrow-pancreas syndrome	0.4094041585922241
25	257200	Niemann-Pick disease, type A	0.4079717993736267
26	605814	Citrullinemia, type II, neonatal-onset	0.4067101776599884
27	251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	0.4037098288536072
28	619048	Mitochondrial complex IV deficiency, nuclear type 4	0.4003438353538513
29	615285	Neutropenia, severe congenital, 5, autosomal recessive	0.39925605058670044
30	210250	Sitosterolemia 1	0.39765167236328125
31	611590	Renal tubular acidosis, distal, with hemolytic anemia	0.3948104977607727
32	607616	Niemann-pick disease, type B	0.394723504781723
33	606054	Propionic acidemia	0.3940402567386627
34	617156	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	0.39031127095222473
